"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.637571289E1,-1.089181519E1,-7.445983887E-1,-2.981384277E0,1.131701007E1
3.638071777E1,-1.071943665E1,-6.769561768E-1,-3.088516235E0,1.117602453E1
3.638569213E1,-1.097143555E1,-8.014526367E-1,-2.067398071E0,1.119325060E1
3.639069702E1,-1.076432800E1,-7.589569092E-1,-3.511093140E0,1.134788738E1
3.639570190E1,-1.086428833E1,-7.846984863E-1,-2.133834839E0,1.109962899E1
3.640070678E1,-1.088523865E1,-7.846984863E-1,-2.349914551E0,1.116361369E1
3.640568115E1,-1.045487976E1,-6.871337891E-1,-3.308181763E0,1.098729859E1
3.641068603E1,-1.046984863E1,-6.434478760E-1,-1.408981323E0,1.058380763E1
3.641569091E1,-1.020169067E1,-6.542205811E-1,-2.523483276E0,1.052950450E1
3.642069580E1,-1.008018494E1,-5.979461670E-1,-2.416946411E0,1.038312563E1
3.642567016E1,-1.020648193E1,-6.751708984E-1,-1.288681030E0,1.030964733E1
3.643067504E1,-9.742004395E0,-5.171508789E-1,-2.833541870E0,1.015889040E1
3.643567993E1,-9.694717407E0,-4.321594238E-1,-1.541870117E0,9.826070976E0
3.644068481E1,-9.686340332E0,-4.962005615E-1,-1.740585327E0,9.853986062E0
3.644565917E1,-9.375686646E0,-4.129943848E-1,-2.725799561E0,9.772617238E0
3.645066406E1,-9.498992920E0,-4.315490723E-1,-9.726409912E-1,9.558406331E0
3.645566894E1,-9.252990723E0,-5.141601562E-1,-2.293045044E0,9.546740467E0
3.646067382E1,-9.176376343E0,-4.656677246E-1,-1.861495972E0,9.374854477E0
3.646564819E1,-9.321228027E0,-4.812316895E-1,-9.666595459E-1,9.383565770E0
3.647065307E1,-8.913619995E0,-4.291534424E-1,-2.673721313E0,9.315877831E0
3.647565795E1,-8.930374146E0,-4.105987549E-1,-9.888000488E-1,8.994325948E0
3.648066284E1,-8.844177246E0,-4.495086670E-1,-1.590942383E0,8.997367774E0
3.648563720E1,-8.581420898E0,-4.542999268E-1,-2.502532959E0,8.950410285E0
3.649064208E1,-8.767562866E0,-4.249725342E-1,-8.433532715E-1,8.818276760E0
3.649564697E1,-8.558670044E0,-4.441223145E-1,-2.496551514E0,8.926412886E0
3.650065185E1,-8.531738281E0,-4.123992920E-1,-1.738784790E0,8.716880395E0
3.650562622E1,-8.602371216E0,-4.159851074E-1,-1.293472290E0,8.709012844E0
3.651063110E1,-8.320449829E0,-4.369354248E-1,-2.904159546E0,8.823544673E0
3.651563598E1,-8.480865479E0,-3.884582520E-1,-1.087570190E0,8.559134769E0
3.652064086E1,-8.356369019E0,-4.112091064E-1,-1.912963867E0,8.582390510E0
3.652564575E1,-8.161834717E0,-4.602813721E-1,-2.506134033E0,8.550328220E0
3.653065063E1,-8.274368286E0,-4.159851074E-1,-8.523406982E-1,8.328547221E0
3.653562500E1,-8.009201050E0,-5.386962891E-1,-2.586929321E0,8.433842449E0
3.654059936E1,-8.061279297E0,-4.297637939E-1,-1.671157837E0,8.243887999E0
3.654560424E1,-8.170211792E0,-4.680633545E-1,-1.405990601E0,8.303508511E0
3.655060912E1,-7.842208862E0,-5.901641846E-1,-2.725204468E0,8.323176857E0
3.655561401E1,-7.821853638E0,-4.417266846E-1,-8.307952881E-1,7.878244576E0
3.656061889E1,-6.907867432E0,-6.955108643E-1,-1.948883057E0,7.211138120E0
3.656562377E1,-5.641937256E0,-7.727355957E-1,-7.918853760E-1,5.749405078E0
3.657059814E1,-5.367202759E0,-7.272338867E-1,-5.339050293E-1,5.442498430E0
3.657560302E1,-5.619796753E0,-1.069015503E0,-3.143585205E0,6.527406654E0
3.658060790E1,-5.795761108E0,-7.852935791E-1,-9.283447266E-1,5.921938598E0
3.658561279E1,-4.889556885E0,-9.265594482E-1,7.481384277E-2,4.977135326E0
3.659058715E1,-4.805755615E0,-1.043273926E0,-9.175720215E-1,5.002563936E0
3.659559204E1,-5.568313599E0,-8.062438965E-1,-1.704666138E0,5.878948222E0
3.660059692E1,-5.721542358E0,-1.127075195E0,-3.001724243E0,6.558711298E0
3.660557128E1,-6.062118530E0,-7.733306885E-1,-6.865386963E-1,6.149687538E0
3.661057617E1,-5.943603516E0,-7.392120361E-1,1.945343018E-1,5.992553778E0
3.661558105E1,-6.497863770E0,-1.121688843E0,-2.969406128E0,7.231721246E0
3.662058593E1,-6.933013916E0,-8.756866455E-1,-2.208053589E0,7.328643102E0
3.662556030E1,-6.248260498E0,-9.917907715E-1,-9.816284180E-1,6.402187324E0
3.663056518E1,-6.861785889E0,-1.060028076E0,-1.596328735E0,7.124326672E0
3.663557006E1,-7.082046509E0,-8.014526367E-1,-1.572998047E0,7.298769207E0
3.664057495E1,-6.557723999E0,-1.150421143E0,-2.866455078E0,7.248708683E0
3.664557983E1,-6.769012451E0,-9.810180664E-1,-1.243789673E0,6.951901809E0
3.665055419E1,-6.979095459E0,-9.091949463E-1,-1.592742920E0,7.216040388E0
3.665552856E1,-6.997055054E0,-1.165969849E0,-3.217803955E0,7.789257179E0
3.666053344E1,-7.394485474E0,-8.822631836E-1,-1.663970947E0,7.630570297E0
3.666553832E1,-7.237075806E0,-1.043273926E0,-1.985992432E0,7.576796991E0
3.667054321E1,-7.615356445E0,-1.076187134E0,-3.110061646E0,8.296042187E0
3.667551757E1,-7.777557373E0,-8.655090332E-1,-1.814208984E0,8.033110158E0
3.668052246E1,-7.419631958E0,-1.205474854E0,-2.536056519E0,7.933201792E0
3.668552734E1,-8.093597412E0,-9.876098633E-1,-2.745544434E0,8.603470611E0
3.669053222E1,-8.103179932E0,-9.211730957E-1,-2.091934204E0,8.419398648E0
3.669553710E1,-7.946350098E0,-1.177352905E0,-2.613876343E0,8.447661764E0
3.670051147E1,-8.353973389E0,-8.882446289E-1,-1.959060669E0,8.626457477E0
3.670551635E1,-8.067855835E0,-1.033691406E0,-2.315185547E0,8.456884758E0
3.671052124E1,-8.825622559E0,-9.014129639E-1,-3.465606689E0,9.524420644E0
3.671552612E1,-1.022683716E1,-8.122253418E-1,-2.670730591E0,1.060097685E1
3.672050048E1,-9.652221680E0,-1.007354736E0,-2.564193726E0,1.003769079E1
3.672550537E1,-9.710281372E0,-7.613525391E-1,-2.874237061E0,1.015531687E1
3.673051025E1,-1.036329651E1,-9.205780029E-1,-3.148971558E0,1.087020700E1
3.673551513E1,-8.983047485E0,-8.499450684E-1,-3.018493652E0,9.514665137E0
3.674052001E1,-9.805450439E0,-7.427978516E-1,-1.700485229E0,9.979491820E0
3.674549438E1,-1.054286194E1,-7.571716309E-1,-3.081344604E0,1.100999234E1
3.675049926E1,-9.513961792E0,-7.649536133E-1,-2.773681641E0,9.939513713E0
3.675550414E1,-9.771926880E0,-7.128753662E-1,-6.691741943E-1,9.820719950E0
3.676050903E1,-1.093611145E1,-7.056884766E-1,-3.640975952E0,1.154786715E1
3.676548339E1,-1.137904358E1,-5.357055664E-1,-3.343505859E0,1.187217944E1
3.677048828E1,-1.146762085E1,-4.812316895E-1,-2.879028320E-1,1.148132396E1
3.677549316E1,-1.141734314E1,-4.255676270E-1,-2.844314575E0,1.177399497E1
3.678046752E1,-1.145565796E1,-3.806762695E-1,-2.621658325E0,1.175798053E1
3.678544189E1,-1.151490784E1,-4.118041992E-1,-1.369476318E0,1.160336807E1
3.679069091E1,-1.154843140E1,-1.035461426E-1,-2.342727661E0,1.178411483E1
3.679578735E1,-1.245762634E1,-1.131286621E-1,-1.607711792E0,1.256144854E1
3.680082275E1,-1.245164490E1,-1.520385742E-1,-2.567184448E0,1.271444110E1
3.680582763E1,-1.226849365E1,7.241821289E-2,-2.437896729E0,1.250857791E1
3.681083251E1,-1.278982544E1,4.728698730E-2,-1.411987305E0,1.286761746E1
3.681580688E1,-1.242051697E1,1.580200195E-1,-3.009506226E0,1.278089746E1
3.682078124E1,-1.248455811E1,2.442016602E-1,-2.048233032E0,1.265381698E1
3.682575561E1,-1.257015991E1,1.508331299E-1,-1.719635010E0,1.268813680E1
3.683072998E1,-1.173817444E1,3.220214844E-1,-2.843719482E0,1.208201877E1
3.683570434E1,-1.188003540E1,2.430114746E-1,-1.464645386E0,1.197244678E1
3.684067870E1,-1.198776245E1,6.463623047E-2,-2.548629761E0,1.225586146E1
3.684565307E1,-1.137365723E1,1.598205566E-1,-2.472015381E0,1.164029559E1
3.685062744E1,-1.143949890E1,-5.386352539E-3,-1.361709595E0,1.152026116E1
3.685560180E1,-1.085292053E1,4.788208008E-2,-3.080734253E0,1.128180395E1
3.686057617E1,-1.075175476E1,8.140563965E-2,-1.941696167E0,1.092598011E1
3.686555053E1,-1.084573364E1,-9.217834473E-2,-2.019515991E0,1.103253733E1
3.687052490E1,-1.033038330E1,-4.370117188E-2,-3.181289673E0,1.080922444E1
3.687549926E1,-1.046624756E1,-1.316833496E-1,-1.896209717E0,1.063744752E1
3.688047363E1,-1.024658203E1,-1.915435791E-1,-3.229187012E0,1.074508171E1
3.688544799E1,-1.013644409E1,-2.250518799E-1,-3.010116577E0,1.057633911E1
3.689042236E1,-1.044410706E1,-3.495483398E-1,-2.259521484E0,1.069144488E1
3.689539672E1,-9.963470459E0,-2.585754395E-1,-4.057571411E0,1.076111010E1
3.690040161E1,-1.039262390E1,-4.112091064E-1,-2.570175171E0,1.071361400E1
3.690537597E1,-1.063145447E1,-4.614868164E-1,-2.983169556E0,1.105170099E1
3.691038085E1,-1.046804810E1,-4.752502441E-1,-3.965393066E0,1.120402766E1
3.691538574E1,-1.086907959E1,-6.212921143E-1,-2.491165161E0,1.116820482E1
3.692039062E1,-1.073919678E1,-6.332702637E-1,-3.879211426E0,1.143589349E1
3.692539550E1,-1.080622864E1,-6.440429688E-1,-3.318969727E0,1.132276153E1
3.693036987E1,-1.125872803E1,-7.978668213E-1,-2.520492554E0,1.156496567E1
3.693537475E1,-1.087088013E1,-7.038879395E-1,-4.317947388E0,1.171819792E1
3.694037963E1,-1.102349854E1,-7.559661865E-1,-2.786849976E0,1.139541740E1
3.694535400E1,-1.111627197E1,-7.721252441E-1,-3.026275635E0,1.154668888E1
3.695035888E1,-1.081341553E1,-7.320251465E-1,-3.881607056E0,1.151228429E1
3.695536376E1,-1.107138062E1,-8.840637207E-1,-2.534255981E0,1.139208018E1
3.696033813E1,-1.094628906E1,-9.690551758E-1,-3.921096802E0,1.166770381E1
3.696534301E1,-1.073680115E1,-8.906402588E-1,-3.093902588E0,1.120912004E1
3.697034790E1,-1.077749634E1,-9.660644531E-1,-2.147003174E0,1.103165130E1
3.697535278E1,-1.030105591E1,-8.655090332E-1,-3.552993774E0,1.093090223E1
3.698032714E1,-1.038903809E1,-9.433135986E-1,-1.861495972E0,1.059656171E1
3.698530151E1,-1.027651978E1,-1.015136719E0,-2.253540039E0,1.056956971E1
3.699055053E1,-9.870697021E0,-9.277496338E-1,-2.891601562E0,1.032728128E1
3.699567748E1,-9.906600952E0,-9.445190430E-1,-1.081573486E0,1.001012786E1
3.700071289E1,-9.571426392E0,-9.361267090E-1,-2.567184448E0,9.953842091E0
3.700571777E1,-9.470870972E0,-8.840637207E-1,-1.921340942E0,9.704149455E0
3.701072265E1,-9.558853149E0,-9.038085938E-1,-1.253967285E0,9.683025222E0
3.701569702E1,-9.131484985E0,-8.804626465E-1,-2.750930786E0,9.577413675E0
3.702067138E1,-9.214691162E0,-8.068389893E-1,-1.006164551E0,9.304509093E0
3.702564575E1,-9.013565063E0,-7.541809082E-1,-1.825576782E0,9.227452226E0
3.703062011E1,-8.832214355E0,-7.362213135E-1,-2.281677246E0,9.151834969E0
3.703559448E1,-9.008178711E0,-7.080841064E-1,-7.380065918E-1,9.066053194E0
3.704056884E1,-8.781936646E0,-7.392120361E-1,-2.473205566E0,9.153446971E0
3.704554321E1,-8.762176514E0,-6.877288818E-1,-1.429336548E0,8.904589336E0
3.705051757E1,-8.817840576E0,-6.548156738E-1,-9.588775635E-1,8.893960995E0
3.705549194E1,-8.568252563E0,-6.320648193E-1,-2.421737671E0,8.926324623E0
3.706046630E1,-8.759185791E0,-5.680236816E-1,-7.218475342E-1,8.807215819E0
3.706544067E1,-8.726867676E0,-6.548156738E-1,-1.842330933E0,8.943220128E0
3.707041503E1,-8.698730469E0,-6.332702637E-1,-2.110488892E0,8.973466797E0
3.707538940E1,-8.931564331E0,-5.776062012E-1,-7.954711914E-1,8.985501919E0
3.708036376E1,-8.787322998E0,-6.763610840E-1,-2.688095093E0,9.214139407E0
3.708533813E1,-8.840591431E0,-5.943603516E-1,-1.547851562E0,8.994729875E0
3.709031250E1,-8.985443115E0,-6.051330566E-1,-1.400604248E0,9.114058715E0
3.709528686E1,-8.857940674E0,-6.949157715E-1,-2.791641235E0,9.313392599E0
3.710029174E1,-9.104553223E0,-5.728149414E-1,-1.057632446E0,9.183659006E0
3.710526611E1,-9.126098633E0,-7.978668213E-1,-2.425918579E0,9.476673925E0
3.711027099E1,-9.053070068E0,-7.392120361E-1,-2.551025391E0,9.434629968E0
3.711527587E1,-9.292495728E0,-6.889343262E-1,-1.307235718E0,9.409249310E0
3.712025024E1,-9.181762695E0,-8.349761963E-1,-3.228576660E0,9.768605770E0
3.712525512E1,-9.242218018E0,-7.350158691E-1,-2.119461060E0,9.510570824E0
3.713026000E1,-9.359527588E0,-7.781219482E-1,-2.213439941E0,9.649121556E0
3.713523437E1,-9.192535400E0,-8.583221436E-1,-3.426696777E0,9.847927436E0
3.714023925E1,-9.428359985E0,-7.541809082E-1,-1.702880859E0,9.610544421E0
3.714524414E1,-9.320022583E0,-9.582824707E-1,-3.210021973E0,9.903805698E0
3.715024902E1,-9.238021851E0,-9.032135010E-1,-3.033447266E0,9.765175096E0
3.715522338E1,-9.349960327E0,-8.379669189E-1,-1.846527100E0,9.567319844E0
3.716022827E1,-8.925582886E0,-9.636688232E-1,-3.496139526E0,9.634193222E0
3.716523315E1,-9.027343750E0,-8.613128662E-1,-2.136825562E0,9.316695686E0
3.717023803E1,-9.014175415E0,-9.175720215E-1,-2.606689453E0,9.428262127E0
3.717521240E1,-8.516174316E0,-9.606781006E-1,-3.244140625E0,9.163655155E0
3.718021728E1,-8.082229614E0,-9.283447266E-1,-1.303649902E0,8.239160305E0
3.718519164E1,-5.890930176E0,-1.135452271E0,-1.578979492E0,6.203667176E0
3.719044067E1,-5.592254639E0,-1.162979126E0,-8.379669189E-1,5.773042608E0
3.719553710E1,-6.013641357E0,-1.102523804E0,-2.549819946E0,6.624275271E0
3.720057250E1,-6.063919067E0,-1.294662476E0,-2.853286743E0,6.825577677E0
3.720557739E1,-6.228515625E0,-9.468994141E-1,3.956451416E-1,6.312492413E0
3.721058227E1,-6.265625000E0,-1.098937988E0,-1.640625000E0,6.569427048E0
3.721555664E1,-6.072891235E0,-1.122283936E0,-2.436691284E0,6.639050655E0
3.722053100E1,-6.190811157E0,-8.732910156E-1,-7.386169434E-1,6.295580590E0
3.722550537E1,-6.822280884E0,-1.079788208E0,-2.833541870E0,7.465816671E0
3.723047973E1,-7.245452881E0,-7.805023193E-1,-1.416763306E0,7.423812335E0
3.723545410E1,-6.487686157E0,-8.577270508E-1,6.344604492E-2,6.544447476E0
3.724042846E1,-5.705978394E0,-1.182144165E0,-1.962646484E0,6.148791383E0
3.724540283E1,-5.425857544E0,-9.720458984E-1,-6.709747314E-1,5.552928093E0
3.725037719E1,-4.973953247E0,-1.121688843E0,-1.770507812E0,5.397508192E0
3.725535156E1,-5.628173828E0,-9.558868408E-1,-1.456268311E0,5.891585329E0
3.726032592E1,-5.497680664E0,-6.883392334E-1,3.704986572E-1,5.552978736E0
3.726530029E1,-5.828079224E0,-1.053451538E0,-1.812408447E0,6.193633179E0
3.727027465E1,-6.536773682E0,-6.943206787E-1,-1.590347290E0,6.763186813E0
3.727524902E1,-6.843826294E0,-6.129150391E-1,-1.283889771E0,6.990135630E0
3.728022338E1,-6.716934204E0,-7.799072266E-1,-1.159393311E0,6.860732704E0
3.728519775E1,-7.050323486E0,-3.094482422E-1,-1.645965576E-1,7.059030493E0
3.729017211E1,-7.551910400E0,-6.613922119E-1,-2.617462158E0,8.019968735E0
3.729514648E1,-7.131729126E0,-5.698242188E-1,-1.734603882E0,7.361732853E0
3.730015136E1,-6.895294189E0,-4.249725342E-1,1.079193115E0,6.992162855E0
3.730515624E1,-6.587051392E0,-7.984619141E-1,-2.327758789E0,7.031731540E0
3.731016113E1,-6.522994995E0,-4.770507812E-1,-7.888946533E-1,6.587821789E0
3.731516601E1,-7.606384277E0,-5.327148438E-1,-1.416168213E0,7.755410968E0
3.732014038E1,-7.663238525E0,-4.153900146E-1,-2.204467773E0,7.984826343E0
3.732514526E1,-7.646484375E0,-2.388153076E-1,6.488342285E-1,7.677678158E0
3.733015014E1,-7.920013428E0,-5.811920166E-1,-2.115875244E0,8.218352931E0
3.733512451E1,-7.920013428E0,-5.249328613E-1,-3.432083130E0,8.647621743E0
3.734012939E1,-7.450759888E0,-3.968353271E-1,6.069335938E-1,7.485964839E0
3.734513427E1,-8.264190674E0,-5.135498047E-1,-1.998565674E0,8.517913221E0
3.735013916E1,-1.009634399E1,-2.478027344E-1,-3.667922974E0,1.074482327E1
3.735511352E1,-9.907806396E0,-3.070526123E-1,-1.146820068E0,9.978682537E0
3.736011840E1,-8.680175781E0,-4.345550537E-1,-9.223632812E-1,8.739853758E0
3.736512329E1,-9.330795288E0,-2.621612549E-1,-2.093734741E0,9.566409692E0
3.737012817E1,-9.917984009E0,-4.357452393E-1,-3.793609619E0,1.062768811E1
3.737510253E1,-8.688552856E0,-4.770507812E-1,-1.675338745E0,8.861449548E0
3.738010742E1,-7.180816650E0,-7.098846436E-1,1.458068848E0,7.361659374E0
3.738508178E1,-7.545928955E0,-7.451934814E-1,-3.388992310E0,8.305517804E0
3.739033081E1,-9.703704834E0,-6.979064941E-1,-5.200805664E0,1.103165176E1
3.739545776E1,-8.698135376E0,-5.955505371E-1,5.422821045E-1,8.735348267E0
3.740049316E1,-8.609542847E0,-6.488342285E-1,-2.112884521E-1,8.636541941E0
3.740549804E1,-1.061289978E1,-5.829925537E-1,-4.665695190E0,1.160785224E1
3.741050292E1,-1.113124084E1,-6.757659912E-1,-4.617813110E0,1.207001990E1
3.741547729E1,-1.175912476E1,-4.782409668E-1,-1.839950562E0,1.191180706E1
3.742045166E1,-1.269764709E1,-5.051727295E-1,-1.780685425E0,1.283184639E1
3.742542602E1,-1.242291260E1,-6.524200439E-1,-5.299560547E0,1.352182500E1
3.743040039E1,-1.283531189E1,-6.284790039E-1,-4.308364868E0,1.355367939E1
3.743537475E1,-1.347157288E1,-5.979461670E-1,-2.463638306E0,1.370803885E1
3.744034912E1,-1.349133301E1,-4.112091064E-1,-4.152145386E0,1.412180833E1
3.744532348E1,-1.482489014E1,-5.500640869E-1,-4.283828735E0,1.544121520E1
3.745029785E1,-1.523071289E1,-6.446380615E-1,-4.554367065E0,1.591013616E1
3.745527221E1,-1.489492798E1,-3.836669922E-1,-4.454406738E0,1.555145714E1
3.746024658E1,-1.511219788E1,-5.135498047E-1,-3.238159180E0,1.546376193E1
3.746522094E1,-1.458966064E1,-5.069732666E-1,-4.777023315E0,1.536018136E1
3.747019531E1,-1.463516235E1,-4.453277588E-1,-4.473571777E0,1.531009923E1
3.747516967E1,-1.473211670E1,-4.962005615E-1,-3.272872925E0,1.509944286E1
3.748014404E1,-1.403421021E1,-3.657073975E-1,-4.540008545E0,1.475481195E1
3.748511840E1,-1.385224915E1,-5.081634521E-1,-3.524856567E0,1.430271479E1
3.749009277E1,-1.337400818E1,-5.572509766E-1,-3.869628906E0,1.393372353E1
3.749506713E1,-1.287602234E1,-4.758453369E-1,-4.023452759E0,1.349839072E1
3.750004150E1,-1.285028076E1,-6.111145020E-1,-2.311599731E0,1.307083279E1
3.750504638E1,-1.188900757E1,-6.027374268E-1,-3.629013062E0,1.244514079E1
3.751002075E1,-1.137904358E1,-6.093292236E-1,-2.735977173E0,1.171919306E1
3.751502563E1,-1.117553711E1,-7.433929443E-1,-1.665771484E0,1.132342958E1
3.752003051E1,-1.055543518E1,-6.476287842E-1,-2.925720215E0,1.097253269E1
3.752503540E1,-1.090139771E1,-6.524200439E-1,-1.544265747E0,1.102954580E1
3.753000976E1,-1.057519531E1,-6.973114014E-1,-2.152389526E0,1.081451708E1
3.753501464E1,-1.017715454E1,-6.500244141E-1,-2.316390991E0,1.045766100E1
3.754001953E1,-1.041477966E1,-6.763610840E-1,-1.061828613E0,1.049059482E1
3.754502441E1,-9.947311401E0,-6.452331543E-1,-2.655166626E0,1.031577626E1
3.754999877E1,-1.012388611E1,-6.362609863E-1,-1.626861572E0,1.027348902E1
3.755500366E1,-1.025196838E1,-6.859436035E-1,-1.405990601E0,1.037064048E1
3.756000854E1,-9.807250977E0,-6.410522461E-1,-2.600708008E0,1.016645473E1
3.756501342E1,-1.006701660E1,-5.865783691E-1,-9.690551758E-1,1.013054615E1
3.756998779E1,-9.923370361E0,-6.248931885E-1,-1.977005005E0,1.013766835E1
3.757499267E1,-9.815032959E0,-6.021423340E-1,-2.117065430E0,1.005879781E1
3.757999755E1,-9.999389648E0,-5.776062012E-1,-8.912353516E-1,1.005563139E1
3.758497192E1,-9.801269531E0,-5.961608887E-1,-2.671936035E0,1.017642051E1
3.759025146E1,-9.652816772E0,-4.842224121E-1,-1.512542725E0,9.782593137E0
3.759537841E1,-9.686340332E0,-5.009918213E-1,-1.253372192E0,9.779934749E0
3.760041381E1,-9.488220215E0,-4.812316895E-1,-2.543838501E0,9.835091311E0
3.760541870E1,-9.431961060E0,-3.854675293E-1,-9.133911133E-1,9.483921023E0
3.761042358E1,-9.169799805E0,-4.524993896E-1,-2.389419556E0,9.486796613E0
3.761539794E1,-9.062057495E0,-3.639221191E-1,-2.127243042E0,9.315497212E0
3.762037231E1,-9.183563232E0,-3.148345947E-1,-8.631134033E-1,9.229405139E0
3.762534667E1,-8.808868408E0,-3.387756348E-1,-3.001724243E0,9.312426107E0
3.763032104E1,-8.887878418E0,-3.040618896E-1,-1.614883423E0,9.038511209E0
3.763529540E1,-8.789108276E0,-3.303985596E-1,-1.751358032E0,8.967989878E0
3.764026977E1,-8.680175781E0,-3.351898193E-1,-2.814987183E0,9.131372112E0
3.764524414E1,-8.947723389E0,-3.489532471E-1,-1.334762573E0,9.053458639E0
3.765021850E1,-8.696945190E0,-4.058227539E-1,-3.170516968E0,9.265728552E0
3.765519287E1,-8.643661499E0,-3.944396973E-1,-2.415756226E0,8.983559702E0
3.766016723E1,-8.723876953E0,-2.932891846E-1,-1.517318726E0,8.859701110E0
3.766514160E1,-8.421600342E0,-3.776855469E-1,-3.487152100E0,9.122841030E0
3.767011596E1,-8.617324829E0,-2.765350342E-1,-1.840545654E0,8.816028989E0
3.767509033E1,-8.558670044E0,-3.519439697E-1,-2.510314941E0,8.926162590E0
3.768006469E1,-8.429382324E0,-3.633270264E-1,-3.165725708E0,9.011565466E0
3.768503906E1,-8.637680054E0,-2.489929199E-1,-1.426345825E0,8.758194825E0
3.769001342E1,-8.508392334E0,-5.069732666E-1,-3.402755737E0,9.177609090E0
3.769498779E1,-8.510192871E0,-3.980407715E-1,-2.609085083E0,8.910058593E0
3.769996215E1,-8.648452759E0,-3.956451416E-1,-1.945892334E0,8.873486754E0
3.770493652E1,-8.412628174E0,-5.566558838E-1,-3.609863281E0,9.171329864E0
3.770994140E1,-8.587402344E0,-3.740997314E-1,-1.844131470E0,8.791146143E0
3.771491577E1,-8.547897339E0,-5.440826416E-1,-2.633621216E0,8.960945014E0
3.771992065E1,-8.435974121E0,-5.351104736E-1,-3.049621582E0,8.986222476E0
3.772492553E1,-8.667602539E0,-4.566955566E-1,-1.281494141E0,8.773718245E0
3.772989990E1,-8.574829102E0,-7.278442383E-1,-3.195068359E0,9.179646680E0
3.773490478E1,-8.589797974E0,-5.769958496E-1,-2.306213379E0,8.912697324E0
3.773990966E1,-8.725662231E0,-6.584014893E-1,-1.802841187E0,8.934254879E0
3.774488403E1,-8.494033813E0,-8.260040283E-1,-3.453033447E0,9.206211657E0
3.774988891E1,-8.707107544E0,-6.380615234E-1,-1.592147827E0,8.874445278E0
3.775489379E1,-8.690948486E0,-8.750762939E-1,-2.537261963E0,9.095935487E0
3.775989868E1,-8.561660767E0,-8.625183105E-1,-2.881423950E0,9.074611667E0
3.776487304E1,-8.768157959E0,-7.673492432E-1,-1.189910889E0,8.881740076E0
3.776987792E1,-8.617324829E0,-1.022918701E0,-3.070556641E0,9.205051220E0
3.777488281E1,-8.566452026E0,-8.762817383E-1,-1.899200439E0,8.818102535E0
3.777988769E1,-8.623321533E0,-9.523010254E-1,-1.465255737E0,8.798609315E0
3.778489257E1,-8.463500977E0,-1.085769653E0,-2.934097290E0,9.023229545E0
3.778986694E1,-8.583206177E0,-8.319854736E-1,-1.063629150E0,8.688782140E0
3.779487182E1,-8.022964478E0,-1.052856445E0,-2.039260864E0,8.344761864E0
3.779987670E1,-6.727111816E0,-1.079193115E0,-1.367691040E0,6.949048133E0
3.780485107E1,-5.946594238E0,-1.055847168E0,1.400604248E-1,6.041226134E0
3.780985595E1,-6.033386230E0,-1.240798950E0,-2.574966431E0,6.676210269E0
3.781486083E1,-6.506240845E0,-1.027709961E0,-2.071578979E0,6.904983502E0
3.781986572E1,-5.832870483E0,-1.152206421E0,6.524658203E-2,5.945941038E0
3.782484008E1,-5.680236816E0,-1.205474854E0,-7.799072266E-1,5.858883443E0
3.782984496E1,-6.366775513E0,-9.433135986E-1,-1.617889404E0,6.636507899E0
3.783484985E1,-6.449386597E0,-1.259948730E0,-2.521087646E0,7.038319487E0
3.783985473E1,-7.210144043E0,-9.714508057E-1,-1.354522705E0,7.400312530E0
3.784482910E1,-6.584060669E0,-7.392120361E-1,3.004760742E-1,6.632237571E0
3.784983398E1,-5.518630981E0,-1.292861938E0,-1.403594971E0,5.839251557E0
3.785483886E1,-5.179855347E0,-1.170761108E0,-4.824371338E-1,5.332384886E0
3.785984374E1,-4.525039673E0,-9.929962158E-1,-1.432922363E0,4.849256853E0
3.786481811E1,-5.759857178E0,-1.203079224E0,-2.322372437E0,6.325880813E0
3.786982299E1,-6.276992798E0,-7.912902832E-1,-3.028717041E-1,6.333917442E0
3.787482788E1,-6.635528564E0,-1.067810059E0,-1.131256104E0,6.815438212E0
3.787983276E1,-8.096588135E0,-8.744812012E-1,-2.403182983E0,8.490862456E0
3.788483764E1,-7.782348633E0,-7.954711914E-1,-1.119293213E0,7.902565530E0
3.788981201E1,-7.389099121E0,-1.016937256E0,-1.966842651E0,7.713716174E0
3.789481689E1,-7.666229248E0,-7.505798340E-1,-1.680725098E0,7.884115539E0
3.789982177E1,-6.475112915E0,-8.912353516E-1,-1.489791870E0,6.703795010E0
3.790479614E1,-6.148315430E0,-8.954315186E-1,-8.577270508E-1,6.272102990E0
3.790980102E1,-8.583816528E0,-6.775665283E-1,-3.128616333E0,9.161290452E0
3.791480590E1,-8.437759399E0,-8.666992188E-1,-2.845504761E0,8.946722783E0
3.791981079E1,-7.520782471E0,-6.572113037E-1,1.065414429E0,7.624251017E0
3.792481567E1,-9.671981812E0,-6.931152344E-1,-2.843109131E0,1.010499433E1
3.792982055E1,-1.010353088E1,-6.500244141E-1,-5.951385498E0,1.174405626E1
3.793479492E1,-1.001315308E1,-5.931701660E-1,-5.662231445E-1,1.004667577E1
3.793979980E1,-1.019331360E1,-6.913299561E-1,-1.246185303E0,1.029245146E1
3.794480468E1,-1.014543152E1,-6.308746338E-1,-4.808151245E0,1.124482556E1
3.794977905E1,-1.050276184E1,-8.176269531E-1,-3.136398315E0,1.099152012E1
3.795478393E1,-9.076416016E0,-8.876495361E-1,-1.753753662E0,9.286813301E0
