"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.941365119E0,-8.347976685E0,8.307952881E-1,3.211227417E0,8.982812314E0
3.946370002E0,-8.148666382E0,9.612731934E-1,5.473739624E0,9.863398777E0
3.951374885E0,-8.428192139E0,6.631927490E-1,3.882202148E0,9.302996338E0
3.956349250E0,-8.152862549E0,7.679443359E-1,4.046203613E0,9.134039080E0
3.961354133E0,-8.042724609E0,6.673889160E-1,5.442611694E0,9.734107518E0
3.966359016E0,-8.291122437E0,5.231323242E-1,3.238159180E0,8.916392407E0
3.971363899E0,-7.979278564E0,7.511749268E-1,4.653732300E0,9.267706000E0
3.976338264E0,-8.331817627E0,4.674682617E-1,4.533416748E0,9.496819413E0
3.981343147E0,-8.478469849E0,5.153503418E-1,3.013107300E0,9.012705063E0
3.986256477E0,-8.218093872E0,5.823822021E-1,5.169677734E0,9.726345860E0
3.991200324E0,-8.517379761E0,2.304382324E-1,4.002502441E0,9.413760437E0
3.996174690E0,-8.405441284E0,3.262023926E-1,3.578140259E0,9.141167261E0
4.001179572E0,-8.470687866E0,2.142791748E-1,4.924270630E0,9.800352531E0
4.006184455E0,-8.659225464E0,2.514648438E-2,3.019683838E0,9.170676554E0
4.011189338E0,-8.405441284E0,2.849121094E-1,4.143768311E0,9.375683117E0
4.016194221E0,-8.515579224E0,1.131286621E-1,4.871597290E0,9.811235792E0
4.021199104E0,-8.508392334E0,1.604156494E-1,3.250732422E0,9.109650628E0
4.026203986E0,-8.218688965E0,3.285980225E-1,4.847061157E0,9.547189472E0
4.031208869E0,-8.571838379E0,4.548645020E-2,3.845092773E0,9.394850752E0
4.036213752E0,-8.425201416E0,2.813262939E-1,2.977783203E0,8.940377855E0
4.041218635E0,-8.398864746E0,2.256469727E-1,4.748306274E0,9.650816445E0
4.046223518E0,-8.670608521E0,-5.746459961E-2,2.989166260E0,9.171579429E0
4.051228401E0,-8.295303345E0,2.035064697E-1,3.733154297E0,9.098896277E0
4.056233283E0,-8.392272949E0,-2.334594727E-2,4.638763428E0,9.588999761E0
4.061238166E0,-8.911224365E0,-1.077270508E-2,2.810195923E0,9.343834163E0
4.066243049E0,-8.445541382E0,4.201812744E-1,3.854064941E0,9.292875664E0
4.071247932E0,-8.871719360E0,3.231811523E-2,3.295013428E0,9.463908408E0
4.076252815E0,-8.866928101E0,2.585754395E-1,3.015502930E0,9.369233326E0
4.081257697E0,-8.973464966E0,1.286926270E-1,4.583694458E0,1.007719654E1
4.086262580E0,-9.301467896E0,-2.675476074E-1,2.751541138E0,9.703600639E0
4.091267463E0,-9.060256958E0,-3.483581543E-1,3.277664185E0,9.641197646E0
4.096272346E0,-9.173980713E0,-8.451538086E-1,4.611236572E0,1.030241281E1
4.101277229E0,-9.445724487E0,-9.253540039E-1,2.641998291E0,9.851809280E0
4.106282111E0,-9.238632202E0,-7.290344238E-1,3.917510986E0,1.006134725E1
4.111286994E0,-9.673171997E0,-9.451141357E-1,3.590698242E0,1.036130354E1
4.116291877E0,-9.693527222E0,-6.033325195E-1,2.503143311E0,1.002966632E1
4.121296760E0,-9.457092285E0,-5.153503418E-1,4.185668945E0,1.035480589E1
4.126271125E0,-9.964065552E0,-5.099639893E-1,3.280059814E0,1.050245009E1
4.131276008E0,-9.736022949E0,-3.770904541E-1,3.040634155E0,1.020675248E1
4.136280891E0,-9.828796387E0,-5.069732666E-1,4.693237305E0,1.090361118E1
4.141255256E0,-9.921569824E0,-3.824768066E-1,3.039443970E0,1.038373998E1
4.146260139E0,-9.543884277E0,-5.924987793E-2,3.773864746E0,1.026310347E1
4.151265022E0,-9.845550537E0,-5.207824707E-2,3.897766113E0,1.058915286E1
4.156269904E0,-9.764160156E0,2.094879150E-1,3.123229980E0,1.025364688E1
4.161244270E0,-9.541488647E0,2.298431396E-1,5.003280640E0,1.077616122E1
4.166249152E0,-9.716262817E0,1.137237549E-1,3.420715332E0,1.030145570E1
4.171254035E0,-9.469665527E0,2.262573242E-1,2.598312378E0,9.822269839E0
4.176258918E0,-9.621704102E0,1.071472168E-1,3.294418335E0,1.017063727E1
4.181263801E0,-9.913192749E0,-2.395629883E-3,1.306030273E0,9.998855499E0
4.186177131E0,-9.862319946E0,1.729736328E-1,2.245162964E0,1.011612729E1
4.191120979E0,-1.020109558E1,-1.244964600E-1,2.439086914E0,1.048937536E1
4.196095344E0,-1.015919495E1,-1.221008301E-1,1.159393311E0,1.022586639E1
4.201100227E0,-1.009814453E1,-1.681976318E-1,2.761718750E0,1.047033447E1
4.206105109E0,-1.052610779E1,-5.464782715E-1,1.649002075E0,1.066849528E1
4.211109992E0,-1.024838257E1,-5.488739014E-1,1.526306152E0,1.037594421E1
4.216114875E0,-1.024539185E1,-7.769165039E-1,3.074752808E0,1.072500621E1
4.221119758E0,-1.026753235E1,-9.738464355E-1,1.510147095E0,1.042358583E1
4.226124641E0,-1.005085754E1,-8.936309814E-1,2.017715454E0,1.029026187E1
4.231129524E0,-1.024000549E1,-1.100128174E0,2.300827026E0,1.055281003E1
4.236134406E0,-1.039024353E1,-8.307952881E-1,1.262939453E0,1.049963797E1
4.241139289E0,-1.015919495E1,-5.596466064E-1,2.603698730E0,1.050246130E1
4.246144172E0,-1.042196655E1,-4.638824463E-1,3.409347534E0,1.097525509E1
4.251149055E0,-9.860519409E0,-5.981445312E-3,3.306396484E0,1.040010272E1
4.256153938E0,-9.747390747E0,2.029113770E-1,4.820129395E0,1.087595728E1
4.261158820E0,-9.612716675E0,5.506896973E-2,3.558975220E0,1.025054433E1
4.266163703E0,-8.969879150E0,5.363006592E-1,4.429275513E0,1.001822499E1
4.271168586E0,-8.787322998E0,8.050537109E-1,4.582504272E0,9.943063027E0
4.276173469E0,-8.861541748E0,7.966766357E-1,2.325363159E0,9.196136669E0
4.281178352E0,-8.745422363E0,1.024124146E0,3.014297485E0,9.306837911E0
4.286183234E0,-9.194335938E0,7.541809082E-1,1.550247192E0,9.354564048E0
4.291188117E0,-9.030334473E0,9.684600830E-1,7.793121338E-1,9.115491376E0
4.296193000E0,-9.370910645E0,8.942413330E-1,2.140411377E0,9.653755473E0
4.301197883E0,-9.698318481E0,6.512298584E-1,3.752899170E-1,9.727400692E0
4.306202766E0,-9.673767090E0,7.978668213E-1,8.846588135E-1,9.746844740E0
4.311207649E0,-1.006163025E1,5.500640869E-1,1.547256470E0,1.019475239E1
4.316182014E0,-9.965866089E0,4.866180420E-1,5.027770996E-2,9.977866098E0
4.321186897E0,-1.002093506E1,4.830322266E-1,1.762725830E0,1.018624867E1
4.326191779E0,-1.028967285E1,1.298828125E-1,1.565216064E0,1.040884904E1
4.331196662E0,-9.844955444E0,2.615661621E-1,1.016937256E0,9.900794208E0
4.336171027E0,-9.824600220E0,2.077026367E-1,2.934692383E0,1.025564865E1
4.341175910E0,-9.924560547E0,-5.625915527E-2,1.651397705E0,1.006117198E1
4.346180793E0,-9.648635864E0,4.130554199E-2,1.935119629E0,9.840862166E0
4.351185676E0,-9.834777832E0,-1.083374023E-1,3.080139160E0,1.030639846E1
4.356160041E0,-9.856933594E0,-1.747741699E-1,1.468246460E0,9.967217944E0
4.361164924E0,-9.725250244E0,5.386352539E-3,2.989761353E0,1.017443828E1
4.366169807E0,-1.020050049E1,-2.980804443E-1,2.901779175E0,1.060940076E1
4.371174690E0,-1.010951233E1,-1.711883545E-1,1.632843018E0,1.024195886E1
4.376149055E0,-1.005982971E1,-7.601928711E-2,3.436874390E0,1.063099517E1
4.381153938E0,-1.032739258E1,-2.669525146E-1,2.109893799E0,1.054409564E1
4.386097785E0,-9.891052246E0,-2.106933594E-1,1.737594604E0,1.004472704E1
4.391072151E0,-9.594757080E0,-6.434478760E-1,3.354873657E0,1.018472218E1
4.396046516E0,-1.045967102E1,-3.220214844E-1,2.501937866E0,1.075955895E1
4.401051399E0,-1.164779663E1,-1.310882568E-1,-5.146789551E-2,1.164864797E1
4.406056281E0,-1.010951233E1,2.202606201E-1,3.549346924E-1,1.011813881E1
4.411061164E0,-9.328414917E0,1.136779785E-2,2.347518921E0,9.619267081E0
4.416066047E0,-9.828796387E0,1.113281250E-1,3.684082031E0,1.049714689E1
4.421070930E0,-1.038365173E1,-6.703186035E-2,1.781890869E0,1.053564671E1
4.426075813E0,-9.485824585E0,1.017608643E-1,8.188171387E-1,9.521642969E0
4.431080695E0,-9.477447510E0,6.524658203E-2,1.959060669E0,9.678025993E0
4.436085578E0,-9.793487549E0,-1.382598877E-1,5.123596191E-1,9.807855349E0
4.441090461E0,-9.841964722E0,7.182312012E-2,1.802230835E0,1.000587148E1
4.446095344E0,-1.014363098E1,-5.207824707E-2,2.619857788E0,1.047662238E1
4.451100227E0,-1.012628174E1,-4.010009766E-2,9.193725586E-1,1.016801041E1
4.456105109E0,-1.014901733E1,2.813720703E-2,2.386413574E0,1.042584837E1
4.461109992E0,-1.036929321E1,-2.046966553E-1,1.905776978E0,1.054495748E1
4.466114875E0,-9.983215332E0,-9.815979004E-2,1.246780396E0,1.006124670E1
4.471119758E0,-9.995193481E0,-1.640014648E-1,2.627639771E0,1.033611532E1
4.476124641E0,-9.956283569E0,-2.094879150E-1,1.131866455E0,1.002260392E1
4.481129524E0,-9.730636597E0,-1.406555176E-1,1.689102173E0,9.877152358E0
4.486134406E0,-9.944320679E0,-2.070922852E-1,2.334945679E0,1.021686705E1
4.491139289E0,-9.838378906E0,1.914978027E-2,5.452728271E-1,9.853496266E0
4.496113654E0,-9.595962524E0,9.158325195E-2,1.990173340E0,9.800595604E0
4.501088020E0,-9.865905762E0,-3.053283691E-2,1.877655029E0,1.004303824E1
4.506092902E0,-9.661804199E0,2.064971924E-1,8.541259766E-1,9.701681950E0
4.511097785E0,-9.804260254E0,2.202606201E-1,2.454650879E0,1.010927024E1
4.516102668E0,-9.968856812E0,6.105041504E-2,1.092956543E0,1.002877796E1
4.521077033E0,-9.889251709E0,7.481384277E-2,1.192916870E0,9.961222171E0
4.526081916E0,-1.014483643E1,2.693176270E-2,2.174530029E0,1.037530782E1
4.531086799E0,-1.023521423E1,0.000000000E0,5.291137695E-1,1.024888149E1
4.536091682E0,-1.026214600E1,7.601928711E-2,1.839340210E0,1.042595760E1
4.541066047E0,-1.046086121E1,-1.113281250E-1,1.817199707E0,1.061810840E1
4.546070930E0,-1.013046265E1,5.386352539E-3,8.810729980E-1,1.016870651E1
4.551075813E0,-9.952697754E0,6.823730469E-2,2.261917114E0,1.020671925E1
4.556080695E0,-9.718658447E0,-2.555847168E-1,1.105529785E0,9.784673815E0
4.561055061E0,-9.892242432E0,-1.173095703E-1,2.772491455E0,1.027409026E1
4.566059943E0,-1.074876404E1,2.220611572E-1,3.073562622E0,1.118177207E1
4.571064826E0,-1.005384827E1,3.938446045E-1,-9.882049561E-1,1.010997169E1
4.576039192E0,-9.284713745E0,3.405761719E-1,1.218643188E0,9.370538548E0
4.581044074E0,-9.522933960E0,4.118041992E-1,2.102706909E0,9.761005596E0
4.585957404E0,-9.572616577E0,6.296691895E-1,1.291671753E0,9.679870213E0
4.590931770E0,-8.869323730E0,5.452728271E-1,2.582153320E0,9.253633971E0
4.595906135E0,-8.989028931E0,5.805969238E-2,2.533065796E0,9.339295175E0
4.600911018E0,-1.101811218E1,-2.214050293E-2,1.115692139E0,1.107447765E1
4.605915901E0,-1.012089539E1,7.032928467E-1,-1.438323975E0,1.024675168E1
4.610920783E0,-8.028961182E0,7.092895508E-1,4.411315918E-1,8.072292512E0
4.615925666E0,-9.494812012E0,7.152709961E-1,5.292984009E0,1.089397758E1
4.620930549E0,-1.058596802E1,1.133651733E0,1.286285400E0,1.072391791E1
4.625935432E0,-9.988616943E0,9.906005859E-1,-1.319198608E0,1.012393416E1
4.630940315E0,-8.999801636E0,7.308349609E-1,2.465423584E0,9.359960613E0
4.635945197E0,-8.926177979E0,6.871337891E-1,1.050460815E0,9.014004331E0
4.640950080E0,-9.000396729E0,8.702850342E-1,1.839950562E0,9.227673346E0
4.645954963E0,-8.657440186E0,6.266784668E-1,2.885009766E0,9.146981896E0
4.650959846E0,-8.180984497E0,-2.394104004E-2,1.948883057E0,8.409948019E0
4.655964729E0,-1.003230286E1,1.945343018E-1,2.541442871E0,1.035103261E1
4.660969611E0,-1.067694092E1,9.038085938E-1,-5.674285889E-1,1.073014038E1
4.665974494E0,-9.376296997E0,9.002227783E-1,-1.895614624E0,9.608262134E0
4.670979377E0,-8.863342285E0,3.974304199E-1,2.471420288E0,9.210032880E0
4.675984260E0,-9.212295532E0,4.309539795E-1,2.524688721E0,9.561702957E0
4.680989143E0,-9.333190918E0,7.541809082E-1,2.208648682E0,9.620570178E0
4.685994026E0,-9.422378540E0,4.297637939E-1,2.591125488E0,9.781607514E0
4.690998908E0,-9.470870972E0,2.990722656E-3,-1.915435791E-1,9.472808182E0
4.696003791E0,-9.350555420E0,1.813659668E-1,3.250122070E-1,9.357959885E0
4.701008674E0,-9.077621460E0,2.574157715E-2,1.901596069E0,9.274693613E0
4.705983039E0,-9.069839478E0,-4.130554199E-2,2.455856323E0,9.396537904E0
4.710987922E0,-1.082359314E1,1.538238525E-1,2.577362061E0,1.112729192E1
4.715992805E0,-1.049198914E1,4.052124023E-1,-1.719635010E0,1.063969820E1
4.720997688E0,-9.314041138E0,1.340789795E-1,-1.358703613E0,9.413576100E0
4.725972053E0,-9.959884644E0,1.999206543E-1,4.265274048E0,1.083659693E1
4.730976936E0,-1.062426758E1,6.679840088E-1,1.359909058E0,1.073175740E1
4.735981818E0,-1.039202881E1,4.991912842E-1,-1.023513794E0,1.045423527E1
4.740986701E0,-1.003469849E1,-6.045532227E-2,1.194107056E0,1.010567762E1
4.745991584E0,-9.983825684E0,1.466522217E-1,-3.573303223E-1,9.991294566E0
4.750965949E0,-1.008497620E1,3.333892822E-1,1.913558960E0,1.027032625E1
4.755970832E0,-1.029745483E1,8.558654785E-2,1.848922729E0,1.046247659E1
4.760975715E0,-1.013883972E1,1.496887207E-2,-3.717041016E-1,1.014566207E1
4.765980598E0,-9.980224609E0,9.277343750E-2,1.189910889E0,1.005133713E1
4.770985481E0,-1.016996765E1,2.453613281E-2,4.980010986E-1,1.018218293E1
4.775990363E0,-9.977233887E0,4.908752441E-2,5.153503418E-1,9.990655213E0
4.780995246E0,-1.027651978E1,-4.309082031E-2,1.367691040E0,1.036722211E1
4.785908576E0,-1.038365173E1,-1.807556152E-1,-2.519836426E-1,1.038828146E1
4.790852424E0,-1.020349121E1,-8.918762207E-2,6.967163086E-1,1.022763907E1
4.795826789E0,-1.055723572E1,-1.885375977E-1,8.846588135E-1,1.059591401E1
4.800831672E0,-1.053030396E1,-9.696960449E-2,-2.142791748E-1,1.053293027E1
4.805836555E0,-1.057579041E1,-6.643676758E-2,1.300643921E0,1.065567601E1
4.810841438E0,-1.083016968E1,-2.699432373E-1,4.782409668E-1,1.084408406E1
4.815846320E0,-1.053927612E1,-2.160797119E-1,7.960510254E-2,1.054179153E1
4.820851203E0,-1.066137695E1,-2.501983643E-1,1.432327271E0,1.076007059E1
4.825856086E0,-1.058955383E1,-4.267730713E-1,-2.154541016E-2,1.059817200E1
4.830860969E0,-1.037287903E1,-2.902984619E-1,6.691741943E-1,1.039849444E1
4.835865852E0,-1.063803101E1,-3.710937500E-1,1.065414429E0,1.069768770E1
4.840870734E0,-1.047941589E1,-3.758850098E-1,-2.483978271E-1,1.048909665E1
4.845875617E0,-1.041896057E1,-2.394256592E-1,1.277908325E0,1.049976732E1
4.850880500E0,-1.066796875E1,-4.519042969E-1,5.656280518E-1,1.069250718E1
4.855885383E0,-1.034594727E1,-2.926940918E-1,-7.661437988E-2,1.035037026E1
4.860890266E0,-1.039323425E1,-2.495880127E-1,1.356918335E0,1.048440937E1
4.865895149E0,-1.033576965E1,-4.752502441E-1,-1.634063721E-1,1.034798042E1
4.870900031E0,-1.010951233E1,-2.855072021E-1,4.561004639E-1,1.012382248E1
4.875904914E0,-1.027052307E1,-3.339843750E-1,1.127670288E0,1.033764141E1
4.880909797E0,-1.011968994E1,-4.141998291E-1,-4.076080322E-1,1.013636179E1
4.885914680E0,-1.001673889E1,-1.131286621E-1,1.158187866E0,1.008410905E1
4.890919563E0,-1.021665955E1,-3.136444092E-1,4.249725342E-1,1.023030336E1
4.895893928E0,-9.886856079E0,-1.274871826E-1,-1.951293945E-1,9.889603207E0
4.900898811E0,-9.843154907E0,4.608154297E-2,1.531692505E0,9.961721938E0
4.905903693E0,-9.838378906E0,-1.771697998E-1,-9.756469727E-2,9.840457688E0
4.910878059E0,-9.537307739E0,2.932739258E-2,5.440826416E-1,9.552859516E0
4.915882942E0,-9.633071899E0,6.703186035E-2,1.267135620E0,9.716285307E0
4.920887824E0,-9.463088989E0,-3.291320801E-2,-3.513488770E-1,9.469666442E0
4.925892707E0,-9.249404907E0,2.178649902E-1,1.325195312E0,9.346394969E0
4.930867072E0,-9.411010742E0,3.591918945E-2,6.356658936E-1,9.432522701E0
4.935871955E0,-9.111740112E0,2.184753418E-1,-7.241821289E-2,9.114646661E0
4.940876838E0,-9.213485718E0,4.165954590E-1,1.647216797E0,9.368841659E0
4.945881721E0,-9.372695923E0,2.310333252E-1,-5.686950684E-2,9.375715407E0
4.950856086E0,-9.228454590E0,4.590911865E-1,5.440826416E-1,9.255871907E0
4.955860969E0,-9.483428955E0,5.297241211E-1,1.274307251E0,9.583313172E0
4.960865852E0,-9.491210938E0,4.674682617E-1,-4.614868164E-1,9.513915162E0
4.965870734E0,-9.434951782E0,7.900848389E-1,1.041473389E0,9.525083517E0
4.970845100E0,-9.782714844E0,6.099243164E-1,4.548950195E-1,9.812260028E0
4.975849983E0,-9.490615845E0,6.883392334E-1,-4.722595215E-1,9.527257164E0
4.980854865E0,-9.771926880E0,7.637481689E-1,1.256958008E0,9.881994214E0
4.985768195E0,-9.895828247E0,4.758453369E-1,-2.046966553E-1,9.909376681E0
4.990742561E0,-9.684539795E0,4.967956543E-1,2.579803467E-1,9.700704656E0
4.995716926E0,-9.681549072E0,4.698638916E-1,1.215652466E0,9.768877900E0
5.000721809E0,-9.582794189E0,3.076477051E-1,-6.949157715E-1,9.612881957E0
5.005726692E0,-9.561843872E0,5.255279541E-1,7.625579834E-1,9.606587976E0
5.010731574E0,-9.827606201E0,3.309936523E-1,7.990722656E-1,9.865592579E0
5.015736457E0,-9.588775635E0,3.663177490E-1,-2.370300293E-1,9.598697313E0
5.020741340E0,-9.768341064E0,5.919647217E-1,1.154602051E0,9.854136963E0
5.025746223E0,-9.873687744E0,3.351898193E-1,-1.951293945E-1,9.881302412E0
5.030751106E0,-9.566635132E0,4.040222168E-1,3.585815430E-3,9.575163422E0
5.035755988E0,-9.741409302E0,4.345550537E-1,1.180343628E0,9.822275926E0
5.040760871E0,-9.715072632E0,1.490325928E-1,-4.985961914E-1,9.729000212E0
5.045765754E0,-9.598953247E0,3.770446777E-2,5.213317871E-1,9.613173872E0
5.050770637E0,-9.261962891E0,-2.442016602E-1,1.306640625E0,9.356863831E0
5.055775520E0,-9.425979614E0,1.149291992E-1,8.122253418E-1,9.461607179E0
5.060780402E0,-1.093731689E1,6.105194092E-1,8.589172363E-1,1.098796494E1
5.065785285E0,-1.061769104E1,5.243377686E-1,-1.533493042E0,1.074066544E1
5.070790168E0,-9.576812744E0,2.088928223E-1,-1.325790405E0,9.670403236E0
5.075795051E0,-9.479248047E0,8.259582520E-2,1.892623901E0,9.666694928E0
5.080799934E0,-9.849746704E0,-8.499145508E-2,1.622665405E0,9.982874170E0
5.085804817E0,-9.657012939E0,-2.395629883E-3,1.552047729E0,9.780938442E0
5.090809699E0,-9.855133057E0,-3.363800049E-1,2.136840820E-1,9.863187110E0
5.095814582E0,-9.633666992E0,-3.764953613E-1,-1.456878662E0,9.750476086E0
5.100819465E0,-9.531311035E0,-1.615905762E-2,1.105529785E0,9.595225233E0
5.105824348E0,-9.879669189E0,-1.484375000E-1,1.323989868E0,9.969094550E0
5.110798713E0,-9.698318481E0,5.027770996E-2,5.668334961E-1,9.714999199E0
5.115803596E0,-9.953887939E0,1.013946533E0,-9.618682861E-1,1.005152542E1
5.120808479E0,-9.793487549E0,1.442504883E0,-3.329132080E0,1.044396185E1
5.125813361E0,-9.628280640E0,1.386245728E0,1.262344360E0,9.809127310E0
5.130787727E0,-1.012986755E1,6.542205811E-1,7.538146973E0,1.264380801E1
5.135792609E0,-9.679763794E0,-1.352691650E-1,5.622177124E0,1.119486492E1
5.140766975E0,-9.167999268E0,-1.304779053E-1,2.191299438E0,9.427143167E0
5.145771858E0,-9.424179077E0,-7.505798340E-1,-1.037887573E0,9.510821835E0
5.150776740E0,-9.193740845E0,-2.884979248E-1,-3.746948242E-1,9.205894741E0
5.155781623E0,-9.885665894E0,1.334838867E-1,3.438079834E0,1.046731107E1
5.160786506E0,-9.941329956E0,3.710937500E-2,-1.800537109E-3,9.941399381E0
5.165760871E0,-9.575012207E0,-1.286926270E-1,-8.577270508E-1,9.614214282E0
5.170765754E0,-1.046923828E1,-9.756469727E-2,1.499374390E0,1.057651136E1
5.175770637E0,-1.059913635E1,4.243774414E-1,2.675476074E-1,1.061100228E1
5.180775520E0,-1.016099548E1,8.343811035E-1,2.214050293E-2,1.019522002E1
5.185688850E0,-9.795883179E0,1.550292969E-1,-1.171966553E0,9.866958343E0
5.190632697E0,-9.289505005E0,1.412506104E-1,-7.410125732E-1,9.320083401E0
5.195607063E0,-9.285903931E0,3.441619873E-1,2.704254150E0,9.677781243E0
5.200611945E0,-9.457092285E0,-1.065368652E-1,1.203079224E0,9.533904982E0
5.205616828E0,-9.366714478E0,-4.548645020E-2,-1.586151123E-1,9.368167797E0
5.210621711E0,-9.573806763E0,2.873229980E-2,-1.203155518E-1,9.574605856E0
5.215626594E0,-9.294296265E0,-1.197814941E-2,-6.631927490E-1,9.317934919E0
5.220631477E0,-9.266159058E0,3.280029297E-1,1.621475220E0,9.412676107E0
5.225636359E0,-9.515747070E0,1.244964600E-1,1.064819336E0,9.575948094E0
5.230641242E0,-9.340377808E0,2.035064697E-1,-5.668334961E-1,9.359774179E0
5.235646125E0,-9.518753052E0,5.213317871E-1,8.589172363E-1,9.571634412E0
5.240651008E0,-9.484024048E0,3.489532471E-1,-3.130493164E-1,9.495603213E0
5.245655891E0,-9.424179077E0,5.374908447E-1,1.532287598E-1,9.440737616E0
5.250660774E0,-9.615707397E0,5.769958496E-1,1.030700684E0,9.687987245E0
5.255665656E0,-9.482833862E0,3.746948242E-1,-8.002624512E-1,9.523914860E0
5.260670539E0,-9.496597290E0,6.500244141E-1,4.698638916E-1,9.530407332E0
5.265675422E0,-9.670181274E0,3.507537842E-1,2.041015625E-1,9.678692657E0
5.270680305E0,-9.367919922E0,2.567749023E-1,-7.003021240E-1,9.397567775E0
5.275685188E0,-9.493011475E0,4.788360596E-1,8.858489990E-1,9.546270438E0
5.280690070E0,-9.430755615E0,1.197052002E-1,-6.272735596E-1,9.452351714E0
5.285694953E0,-9.232635498E0,1.777648926E-1,-2.226562500E-1,9.237030605E0
5.290699836E0,-9.414001465E0,2.346343994E-1,8.792724609E-1,9.457885437E0
5.295704719E0,-9.289505005E0,-3.770446777E-2,-8.433532715E-1,9.327784818E0
5.300709602E0,-9.264968872E0,3.250122070E-1,4.734497070E-1,9.282749364E0
5.305683967E0,-9.490020752E0,1.903381348E-1,3.573303223E-1,9.498652928E0
5.310688850E0,-9.260772705E0,2.208709717E-1,-6.853332520E-1,9.288723096E0
5.315693733E0,-9.340377808E0,5.111694336E-1,1.069610596E0,9.415307674E0
5.320698615E0,-9.412200928E0,2.525939941E-1,-3.136444092E-1,9.420812218E0
5.325672981E0,-9.237426758E0,4.309539795E-1,-3.639221191E-1,9.254632016E0
5.330677863E0,-9.443328857E0,4.632720947E-1,9.546813965E-1,9.502762625E0
5.335682746E0,-9.423583984E0,1.783752441E-1,-7.224578857E-1,9.452920090E0
5.340657111E0,-9.389465332E0,4.872131348E-1,4.566955566E-1,9.413182602E0
5.345661994E0,-9.573211670E0,3.501586914E-1,6.967163086E-1,9.604915741E0
5.350666877E0,-9.381088257E0,2.645568848E-1,-7.661437988E-1,9.416038634E0
5.355671760E0,-9.429565430E0,5.769958496E-1,9.738464355E-1,9.497263042E0
5.360676643E0,-9.563034058E0,4.171905518E-1,1.855468750E-2,9.572147754E0
5.365651008E0,-9.409210205E0,6.847381592E-1,-1.580200195E-1,9.435415908E0
5.370655891E0,-9.478637695E0,1.354522705E0,1.437713623E0,9.682268576E0
5.375660774E0,-9.559448242E0,1.021133423E0,-5.620422363E-1,9.630246915E0
5.380665656E0,-9.742599487E0,9.977874756E-1,-5.686950684E-2,9.793725479E0
5.385548469E0,-9.925765991E0,7.571716309E-1,3.214263916E-1,9.959791881E0
5.390492317E0,-9.428359985E0,6.607971191E-1,-4.147949219E-1,9.460585588E0
5.395466682E0,-9.308059692E0,8.343811035E-1,1.466445923E0,9.459737349E0
5.400471565E0,-9.404418945E0,5.195465088E-1,2.035522461E-2,9.418781164E0
5.405476447E0,-9.188949585E0,6.763610840E-1,-3.028717041E-1,9.218784630E0
5.410481330E0,-9.357742310E0,7.697296143E-1,1.241989136E0,9.471133080E0
5.415486213E0,-9.175781250E0,6.093292236E-1,-6.625976562E-1,9.219830763E0
5.420491096E0,-9.017166138E0,9.319458008E-1,3.848724365E-1,9.073364036E0
5.425495979E0,-9.255981445E0,8.870544434E-1,1.156997681E0,9.370096143E0
5.430500861E0,-9.039901733E0,9.223632812E-1,-1.598205566E-1,9.088240753E0
5.435505744E0,-9.220672607E0,1.160583496E0,1.453277588E0,9.406368754E0
5.440510627E0,-9.600753784E0,8.409576416E-1,5.656280518E-1,9.654098512E0
5.445515510E0,-9.385269165E0,9.576873779E-1,-2.094879150E-1,9.436330198E0
5.450520393E0,-9.603149414E0,9.026184082E-1,1.170761108E0,9.716268843E0
5.455525276E0,-9.579208374E0,5.590515137E-1,-5.123596191E-1,9.609177074E0
5.460530158E0,-9.733627319E0,6.332702637E-1,1.233062744E-1,9.754985210E0
5.465535041E0,-1.052790833E1,5.099639893E-1,6.296691895E-1,1.055904353E1
5.470539924E0,-1.000477600E1,8.200073242E-1,-9.337310791E-1,1.008165703E1
5.475544807E0,-9.695312500E0,8.661041260E-1,1.353927612E0,9.827631495E0
5.480549690E0,-9.911392212E0,1.993103027E-1,1.703475952E0,1.005869030E1
5.485554572E0,-9.770736694E0,1.957244873E-1,-4.393310547E-1,9.782566913E0
5.490559455E0,-1.000717163E1,2.190704346E-1,7.547760010E-1,1.003798599E1
5.495564338E0,-9.991607666E0,-7.182312012E-2,4.465179443E-1,1.000183786E1
5.500569221E0,-9.615707397E0,1.747741699E-1,6.751708984E-1,9.640966264E0
5.505574104E0,-9.897033691E0,1.484375000E-1,1.256362915E0,9.977562696E0
5.510578986E0,-9.727645874E0,1.711883545E-1,-4.141998291E-1,9.737964941E0
5.515583869E0,-9.613311768E0,1.759796143E-1,8.188171387E-1,9.649725046E0
5.520588752E0,-1.007000732E1,-3.519439697E-1,2.772491455E0,1.045062778E1
5.525563117E0,-9.725845337E0,-3.758850098E-1,1.472427368E0,9.843850843E0
5.530568000E0,-9.868301392E0,8.918762207E-2,1.814804077E0,1.003418361E1
5.535572883E0,-9.799468994E0,1.382598877E-1,4.465179443E-1,9.810610921E0
5.540577766E0,-9.347564697E0,4.333496094E-1,-3.327941895E-1,9.363520151E0
5.545552131E0,-9.499588013E0,4.548950195E-1,1.376068115E0,9.609509111E0
5.550557014E0,-9.307464600E0,2.448120117E-1,5.087280273E-2,9.310822640E0
5.555561897E0,-9.067443848E0,5.895690918E-1,2.627563477E-1,9.090388910E0
